,Respondent,Redis,MariaDB,Elasticsearch,SQL Server,Google Cloud Storage,PostgreSQL,Apache Hive,Neo4j,MongoDB,IBM Db2,Amazon DynamoDB,Amazon RDS/Aurora,Google BigQuery,MySQL,Cassandra,Oracle,Memcached,Amazon Redshift,Apache HBase,"Microsoft Azure (Tables, CosmosDB, SQL, etc)",SQLite
95138,32465,,,,,,,,,,,,,,,,,,,,,
95139,32475,,,,,,,,,,,,,,,,,,,,,
95140,32476,,,,,,,,,,,,,,,,,,,,,
95141,32522,,,,,,,,,,,,,,,,,,,,,
95142,32534,,,,,,,,,,,,,,,,,,,,,
95143,32535,,,,,,,,,,,,,,,,,,,,,
95144,32540,,,,,,,,,,,,,,,,,,,,,
95145,32591,,,,,,,,,,,,,,,,,,,,,
95146,32608,,,,,,,,,,,,,,,,,,,,,
95147,32628,,,,,,,,,,,,,,,,,,,,,
95148,32646,,,,,,,,,,,,,,,,,,,,,
95149,32647,,,,,,,,,,,,,,,,,,,,,
95150,32649,,,,,,,,,,,,,,,,,,,,,
95151,32705,,,,,,,,,,,,,,,,,,,,,
95152,32712,,,,,,,,,,,,,,,,,,,,,
95153,32721,,,,,,,,,,,,,,,,,,,,,
95154,32757,,,,,,,,,,,,,,,,,,,,,
95155,32790,,,,,,,,,,,,,,,,,,,,,
95156,32810,,,,,,,,,,,,,,,,,,,,,
95157,32831,,,,,,,,,,,,,,,,,,,,,
95158,32832,,,,,,,,,,,,,,,,,,,,,
95159,32856,,,,,,,,,,,,,,,,,,,,,
95160,32905,,,,,,,,,,,,,,,,,,,,,
95161,32926,,,,,,,,,,,,,,,,,,,,,
95162,32949,,,,,,,,,,,,,,,,,,,,,
95163,32981,,,,,,,,,,,,,,,,,,,,,
95164,33001,,,,,,,,,,,,,,,,,,,,,
95165,33006,,,,,,,,,,,,,,,,,,,,,
95166,33034,,,,,,,,,,,,,,,,,,,,,
95167,33068,,,,,,,,,,,,,,,,,,,,,
95168,33082,,,,,,,,,,,,,,,,,,,,,
95169,33113,,,,,,,,,,,,,,,,,,,,,
95170,33123,,,,,,,,,,,,,,,,,,,,,
95171,33125,,,,,,,,,,,,,,,,,,,,,
95172,33139,,,,,,,,,,,,,,,,,,,,,
95173,33147,,,,,,,,,,,,,,,,,,,,,
95174,33149,,,,,,,,,,,,,,,,,,,,,
95175,33200,,,,,,,,,,,,,,,,,,,,,
95176,33223,,,,,,,,,,,,,,,,,,,,,
95177,33243,,,,,,,,,,,,,,,,,,,,,
95178,33273,,,,,,,,,,,,,,,,,,,,,
95179,33280,,,,,,,,,,,,,,,,,,,,,
95180,33289,,,,,,,,,,,,,,,,,,,,,
95181,33299,,,,,,,,,,,,,,,,,,,,,
95182,33310,,,,,,,,,,,,,,,,,,,,,
95183,33321,,,,,,,,,,,,,,,,,,,,,
95184,33329,,,,,,,,,,,,,,,,,,,,,
95185,33335,,,,,,,,,,,,,,,,,,,,,
95186,33336,,,,,,,,,,,,,,,,,,,,,
95187,33355,,,,,,,,,,,,,,,,,,,,,
95188,33356,,,,,,,,,,,,,,,,,,,,,
95189,33392,,,,,,,,,,,,,,,,,,,,,
95190,33439,,,,,,,,,,,,,,,,,,,,,
95191,33440,,,,,,,,,,,,,,,,,,,,,
95192,33490,,,,,,,,,,,,,,,,,,,,,
95193,33505,,,,,,,,,,,,,,,,,,,,,
95194,33539,,,,,,,,,,,,,,,,,,,,,
95195,33582,,,,,,,,,,,,,,,,,,,,,
95196,33610,,,,,,,,,,,,,,,,,,,,,
95197,33611,,,,,,,,,,,,,,,,,,,,,
95198,33629,,,,,,,,,,,,,,,,,,,,,
95199,33643,,,,,,,,,,,,,,,,,,,,,
95200,33660,,,,,,,,,,,,,,,,,,,,,
95201,33689,,,,,,,,,,,,,,,,,,,,,
95202,33703,,,,,,,,,,,,,,,,,,,,,
95203,33718,,,,,,,,,,,,,,,,,,,,,
95204,33730,,,,,,,,,,,,,,,,,,,,,
95205,33766,,,,,,,,,,,,,,,,,,,,,
95206,33817,,,,,,,,,,,,,,,,,,,,,
95207,33834,,,,,,,,,,,,,,,,,,,,,
95208,33847,,,,,,,,,,,,,,,,,,,,,
95209,33850,,,,,,,,,,,,,,,,,,,,,
95210,33866,,,,,,,,,,,,,,,,,,,,,
95211,33876,,,,,,,,,,,,,,,,,,,,,
95212,33891,,,,,,,,,,,,,,,,,,,,,
95213,33918,,,,,,,,,,,,,,,,,,,,,
95214,33920,,,,,,,,,,,,,,,,,,,,,
95215,33953,,,,,,,,,,,,,,,,,,,,,
95216,33955,,,,,,,,,,,,,,,,,,,,,
95217,33959,,,,,,,,,,,,,,,,,,,,,
95218,33985,,,,,,,,,,,,,,,,,,,,,
95219,33995,,,,,,,,,,,,,,,,,,,,,
95220,34009,,,,,,,,,,,,,,,,,,,,,
95221,34080,,,,,,,,,,,,,,,,,,,,,
95222,34108,,,,,,,,,,,,,,,,,,,,,
95223,34111,,,,,,,,,,,,,,,,,,,,,
95224,34130,,,,,,,,,,,,,,,,,,,,,
95225,34136,,,,,,,,,,,,,,,,,,,,,
95226,34153,,,,,,,,,,,,,,,,,,,,,
95227,34179,,,,,,,,,,,,,,,,,,,,,
95228,34190,,,,,,,,,,,,,,,,,,,,,
95229,34195,,,,,,,,,,,,,,,,,,,,,
95230,34219,,,,,,,,,,,,,,,,,,,,,
95231,34227,,,,,,,,,,,,,,,,,,,,,
95232,34230,,,,,,,,,,,,,,,,,,,,,
95233,34244,,,,,,,,,,,,,,,,,,,,,
95234,34251,,,,,,,,,,,,,,,,,,,,,
95235,34270,,,,,,,,,,,,,,,,,,,,,
95236,34274,,,,,,,,,,,,,,,,,,,,,
95237,34335,,,,,,,,,,,,,,,,,,,,,
95238,34339,,,,,,,,,,,,,,,,,,,,,
95239,34367,,,,,,,,,,,,,,,,,,,,,
95240,34375,,,,,,,,,,,,,,,,,,,,,
95241,34380,,,,,,,,,,,,,,,,,,,,,
95242,34405,,,,,,,,,,,,,,,,,,,,,
95243,34414,,,,,,,,,,,,,,,,,,,,,
95244,34442,,,,,,,,,,,,,,,,,,,,,
95245,34465,,,,,,,,,,,,,,,,,,,,,
95246,34469,,,,,,,,,,,,,,,,,,,,,
95247,34501,,,,,,,,,,,,,,,,,,,,,
95248,34551,,,,,,,,,,,,,,,,,,,,,
95249,34564,,,,,,,,,,,,,,,,,,,,,
95250,34568,,,,,,,,,,,,,,,,,,,,,
95251,34577,,,,,,,,,,,,,,,,,,,,,
95252,34578,,,,,,,,,,,,,,,,,,,,,
95253,34617,,,,,,,,,,,,,,,,,,,,,
95254,34618,,,,,,,,,,,,,,,,,,,,,
95255,34639,,,,,,,,,,,,,,,,,,,,,
95256,34660,,,,,,,,,,,,,,,,,,,,,
95257,34671,,,,,,,,,,,,,,,,,,,,,
95258,34690,,,,,,,,,,,,,,,,,,,,,
95259,34706,,,,,,,,,,,,,,,,,,,,,
95260,34707,,,,,,,,,,,,,,,,,,,,,
95261,34741,,,,,,,,,,,,,,,,,,,,,
95262,34752,,,,,,,,,,,,,,,,,,,,,
95263,34779,,,,,,,,,,,,,,,,,,,,,
95264,34814,,,,,,,,,,,,,,,,,,,,,
95265,34826,,,,,,,,,,,,,,,,,,,,,
95266,34861,,,,,,,,,,,,,,,,,,,,,
95267,34879,,,,,,,,,,,,,,,,,,,,,
95268,34892,,,,,,,,,,,,,,,,,,,,,
95269,34894,,,,,,,,,,,,,,,,,,,,,
95270,34903,,,,,,,,,,,,,,,,,,,,,
95271,34910,,,,,,,,,,,,,,,,,,,,,
95272,34913,,,,,,,,,,,,,,,,,,,,,
95273,34920,,,,,,,,,,,,,,,,,,,,,
95274,34926,,,,,,,,,,,,,,,,,,,,,
95275,34957,,,,,,,,,,,,,,,,,,,,,
95276,34964,,,,,,,,,,,,,,,,,,,,,
95277,35023,,,,,,,,,,,,,,,,,,,,,
95278,35027,,,,,,,,,,,,,,,,,,,,,
95279,35079,,,,,,,,,,,,,,,,,,,,,
95280,35101,,,,,,,,,,,,,,,,,,,,,
95281,35108,,,,,,,,,,,,,,,,,,,,,
95282,35109,,,,,,,,,,,,,,,,,,,,,
95283,35130,,,,,,,,,,,,,,,,,,,,,
95284,35140,,,,,,,,,,,,,,,,,,,,,
95285,35176,,,,,,,,,,,,,,,,,,,,,
95286,35186,,,,,,,,,,,,,,,,,,,,,
95287,35216,,,,,,,,,,,,,,,,,,,,,
95288,35247,,,,,,,,,,,,,,,,,,,,,
95289,35292,,,,,,,,,,,,,,,,,,,,,
95290,35305,,,,,,,,,,,,,,,,,,,,,
95291,35319,,,,,,,,,,,,,,,,,,,,,
95292,35321,,,,,,,,,,,,,,,,,,,,,
95293,35349,,,,,,,,,,,,,,,,,,,,,
95294,35370,,,,,,,,,,,,,,,,,,,,,
95295,35384,,,,,,,,,,,,,,,,,,,,,
95296,35441,,,,,,,,,,,,,,,,,,,,,
95297,35445,,,,,,,,,,,,,,,,,,,,,
95298,35446,,,,,,,,,,,,,,,,,,,,,
95299,35482,,,,,,,,,,,,,,,,,,,,,
95300,35484,,,,,,,,,,,,,,,,,,,,,
95301,35503,,,,,,,,,,,,,,,,,,,,,
95302,35549,,,,,,,,,,,,,,,,,,,,,
95303,35591,,,,,,,,,,,,,,,,,,,,,
95304,35620,,,,,,,,,,,,,,,,,,,,,
95305,35622,,,,,,,,,,,,,,,,,,,,,
95306,35629,,,,,,,,,,,,,,,,,,,,,
95307,35647,,,,,,,,,,,,,,,,,,,,,
95308,35655,,,,,,,,,,,,,,,,,,,,,
95309,35700,,,,,,,,,,,,,,,,,,,,,
95310,35782,,,,,,,,,,,,,,,,,,,,,
95311,35783,,,,,,,,,,,,,,,,,,,,,
95312,35800,,,,,,,,,,,,,,,,,,,,,
95313,35835,,,,,,,,,,,,,,,,,,,,,
95314,35837,,,,,,,,,,,,,,,,,,,,,
95315,35866,,,,,,,,,,,,,,,,,,,,,
95316,35889,,,,,,,,,,,,,,,,,,,,,
95317,35930,,,,,,,,,,,,,,,,,,,,,
95318,35957,,,,,,,,,,,,,,,,,,,,,
95319,36016,,,,,,,,,,,,,,,,,,,,,
95320,36032,,,,,,,,,,,,,,,,,,,,,
95321,36048,,,,,,,,,,,,,,,,,,,,,
95322,36060,,,,,,,,,,,,,,,,,,,,,
95323,36064,,,,,,,,,,,,,,,,,,,,,
95324,36084,,,,,,,,,,,,,,,,,,,,,
95325,36125,,,,,,,,,,,,,,,,,,,,,
95326,36134,,,,,,,,,,,,,,,,,,,,,
95327,36160,,,,,,,,,,,,,,,,,,,,,
95328,36164,,,,,,,,,,,,,,,,,,,,,
95329,36207,,,,,,,,,,,,,,,,,,,,,
95330,36208,,,,,,,,,,,,,,,,,,,,,
95331,36244,,,,,,,,,,,,,,,,,,,,,
95332,36245,,,,,,,,,,,,,,,,,,,,,
95333,36260,,,,,,,,,,,,,,,,,,,,,
95334,36273,,,,,,,,,,,,,,,,,,,,,
95335,36281,,,,,,,,,,,,,,,,,,,,,
95336,36302,,,,,,,,,,,,,,,,,,,,,
95337,36306,,,,,,,,,,,,,,,,,,,,,
95338,36319,,,,,,,,,,,,,,,,,,,,,
95339,36331,,,,,,,,,,,,,,,,,,,,,
95340,36338,,,,,,,,,,,,,,,,,,,,,
95341,36351,,,,,,,,,,,,,,,,,,,,,
95342,36362,,,,,,,,,,,,,,,,,,,,,
95343,36373,,,,,,,,,,,,,,,,,,,,,
95344,36385,,,,,,,,,,,,,,,,,,,,,
95345,36388,,,,,,,,,,,,,,,,,,,,,
95346,36440,,,,,,,,,,,,,,,,,,,,,
95347,36455,,,,,,,,,,,,,,,,,,,,,
95348,36547,,,,,,,,,,,,,,,,,,,,,
95349,36576,,,,,,,,,,,,,,,,,,,,,
95350,36590,,,,,,,,,,,,,,,,,,,,,
95351,36647,,,,,,,,,,,,,,,,,,,,,
95352,36682,,,,,,,,,,,,,,,,,,,,,
95353,36689,,,,,,,,,,,,,,,,,,,,,
95354,36735,,,,,,,,,,,,,,,,,,,,,
95355,36740,,,,,,,,,,,,,,,,,,,,,
95356,36749,,,,,,,,,,,,,,,,,,,,,
95357,36770,,,,,,,,,,,,,,,,,,,,,
95358,36825,,,,,,,,,,,,,,,,,,,,,
95359,36846,,,,,,,,,,,,,,,,,,,,,
95360,36885,,,,,,,,,,,,,,,,,,,,,
95361,36890,,,,,,,,,,,,,,,,,,,,,
95362,36902,,,,,,,,,,,,,,,,,,,,,
95363,36908,,,,,,,,,,,,,,,,,,,,,
95364,36923,,,,,,,,,,,,,,,,,,,,,
95365,36936,,,,,,,,,,,,,,,,,,,,,
95366,36967,,,,,,,,,,,,,,,,,,,,,
95367,36972,,,,,,,,,,,,,,,,,,,,,
95368,36973,,,,,,,,,,,,,,,,,,,,,
95369,36992,,,,,,,,,,,,,,,,,,,,,
95370,37013,,,,,,,,,,,,,,,,,,,,,
95371,37020,,,,,,,,,,,,,,,,,,,,,
95372,37032,,,,,,,,,,,,,,,,,,,,,
95373,37054,,,,,,,,,,,,,,,,,,,,,
95374,37082,,,,,,,,,,,,,,,,,,,,,
95375,37148,,,,,,,,,,,,,,,,,,,,,
95376,37160,,,,,,,,,,,,,,,,,,,,,
95377,37174,,,,,,,,,,,,,,,,,,,,,
95378,37179,,,,,,,,,,,,,,,,,,,,,
95379,37187,,,,,,,,,,,,,,,,,,,,,
95380,37259,,,,,,,,,,,,,,,,,,,,,
95381,37270,,,,,,,,,,,,,,,,,,,,,
95382,37291,,,,,,,,,,,,,,,,,,,,,
95383,37364,,,,,,,,,,,,,,,,,,,,,
95384,37365,,,,,,,,,,,,,,,,,,,,,
95385,37370,,,,,,,,,,,,,,,,,,,,,
95386,37375,,,,,,,,,,,,,,,,,,,,,
95387,37433,,,,,,,,,,,,,,,,,,,,,
95388,37492,,,,,,,,,,,,,,,,,,,,,
95389,37527,,,,,,,,,,,,,,,,,,,,,
95390,37542,,,,,,,,,,,,,,,,,,,,,
95391,37555,,,,,,,,,,,,,,,,,,,,,
95392,37601,,,,,,,,,,,,,,,,,,,,,
95393,37636,,,,,,,,,,,,,,,,,,,,,
95394,37638,,,,,,,,,,,,,,,,,,,,,
95395,37650,,,,,,,,,,,,,,,,,,,,,
95396,37684,,,,,,,,,,,,,,,,,,,,,
95397,37692,,,,,,,,,,,,,,,,,,,,,
95398,37694,,,,,,,,,,,,,,,,,,,,,
95399,37700,,,,,,,,,,,,,,,,,,,,,
95400,37810,,,,,,,,,,,,,,,,,,,,,
95401,37817,,,,,,,,,,,,,,,,,,,,,
95402,37819,,,,,,,,,,,,,,,,,,,,,
95403,37840,,,,,,,,,,,,,,,,,,,,,
95404,37849,,,,,,,,,,,,,,,,,,,,,
95405,37865,,,,,,,,,,,,,,,,,,,,,
95406,37870,,,,,,,,,,,,,,,,,,,,,
95407,37882,,,,,,,,,,,,,,,,,,,,,
95408,37924,,,,,,,,,,,,,,,,,,,,,
95409,37931,,,,,,,,,,,,,,,,,,,,,
95410,37940,,,,,,,,,,,,,,,,,,,,,
95411,37948,,,,,,,,,,,,,,,,,,,,,
95412,37958,,,,,,,,,,,,,,,,,,,,,
95413,37999,,,,,,,,,,,,,,,,,,,,,
95414,38062,,,,,,,,,,,,,,,,,,,,,
95415,38094,,,,,,,,,,,,,,,,,,,,,
95416,38097,,,,,,,,,,,,,,,,,,,,,
95417,38100,,,,,,,,,,,,,,,,,,,,,
95418,38114,,,,,,,,,,,,,,,,,,,,,
95419,38126,,,,,,,,,,,,,,,,,,,,,
95420,38127,,,,,,,,,,,,,,,,,,,,,
95421,38151,,,,,,,,,,,,,,,,,,,,,
95422,38156,,,,,,,,,,,,,,,,,,,,,
95423,38169,,,,,,,,,,,,,,,,,,,,,
95424,38178,,,,,,,,,,,,,,,,,,,,,
95425,38180,,,,,,,,,,,,,,,,,,,,,
95426,38192,,,,,,,,,,,,,,,,,,,,,
95427,38227,,,,,,,,,,,,,,,,,,,,,
95428,38234,,,,,,,,,,,,,,,,,,,,,
95429,38244,,,,,,,,,,,,,,,,,,,,,
95430,38273,,,,,,,,,,,,,,,,,,,,,
95431,38281,,,,,,,,,,,,,,,,,,,,,
95432,38286,,,,,,,,,,,,,,,,,,,,,
95433,38295,,,,,,,,,,,,,,,,,,,,,
95434,38306,,,,,,,,,,,,,,,,,,,,,
95435,38327,,,,,,,,,,,,,,,,,,,,,
95436,38337,,,,,,,,,,,,,,,,,,,,,
95437,38341,,,,,,,,,,,,,,,,,,,,,
95438,38401,,,,,,,,,,,,,,,,,,,,,
95439,38402,,,,,,,,,,,,,,,,,,,,,
95440,38416,,,,,,,,,,,,,,,,,,,,,
95441,38420,,,,,,,,,,,,,,,,,,,,,
95442,38450,,,,,,,,,,,,,,,,,,,,,
95443,38457,,,,,,,,,,,,,,,,,,,,,
95444,38474,,,,,,,,,,,,,,,,,,,,,
95445,38488,,,,,,,,,,,,,,,,,,,,,
95446,38503,,,,,,,,,,,,,,,,,,,,,
95447,38515,,,,,,,,,,,,,,,,,,,,,
95448,38538,,,,,,,,,,,,,,,,,,,,,
95449,38549,,,,,,,,,,,,,,,,,,,,,
95450,38558,,,,,,,,,,,,,,,,,,,,,
95451,38585,,,,,,,,,,,,,,,,,,,,,
95452,38596,,,,,,,,,,,,,,,,,,,,,
95453,38625,,,,,,,,,,,,,,,,,,,,,
95454,38641,,,,,,,,,,,,,,,,,,,,,
95455,38649,,,,,,,,,,,,,,,,,,,,,
95456,38651,,,,,,,,,,,,,,,,,,,,,
95457,38653,,,,,,,,,,,,,,,,,,,,,
95458,38654,,,,,,,,,,,,,,,,,,,,,
95459,38664,,,,,,,,,,,,,,,,,,,,,
95460,38728,,,,,,,,,,,,,,,,,,,,,
95461,38745,,,,,,,,,,,,,,,,,,,,,
95462,38786,,,,,,,,,,,,,,,,,,,,,
95463,38788,,,,,,,,,,,,,,,,,,,,,
95464,38897,,,,,,,,,,,,,,,,,,,,,
95465,38907,,,,,,,,,,,,,,,,,,,,,
95466,38924,,,,,,,,,,,,,,,,,,,,,
95467,38955,,,,,,,,,,,,,,,,,,,,,
95468,38959,,,,,,,,,,,,,,,,,,,,,
95469,38963,,,,,,,,,,,,,,,,,,,,,
95470,38965,,,,,,,,,,,,,,,,,,,,,
95471,38980,,,,,,,,,,,,,,,,,,,,,
95472,38985,,,,,,,,,,,,,,,,,,,,,
95473,38998,,,,,,,,,,,,,,,,,,,,,
95474,39028,,,,,,,,,,,,,,,,,,,,,
95475,39030,,,,,,,,,,,,,,,,,,,,,
95476,39035,,,,,,,,,,,,,,,,,,,,,
95477,39100,,,,,,,,,,,,,,,,,,,,,
95478,39106,,,,,,,,,,,,,,,,,,,,,
95479,39138,,,,,,,,,,,,,,,,,,,,,
95480,39140,,,,,,,,,,,,,,,,,,,,,
95481,39154,,,,,,,,,,,,,,,,,,,,,
95482,39158,,,,,,,,,,,,,,,,,,,,,
95483,39173,,,,,,,,,,,,,,,,,,,,,
95484,39201,,,,,,,,,,,,,,,,,,,,,
95485,39217,,,,,,,,,,,,,,,,,,,,,
95486,39249,,,,,,,,,,,,,,,,,,,,,
95487,39259,,,,,,,,,,,,,,,,,,,,,
95488,39266,,,,,,,,,,,,,,,,,,,,,
95489,39276,,,,,,,,,,,,,,,,,,,,,
95490,39283,,,,,,,,,,,,,,,,,,,,,
95491,39303,,,,,,,,,,,,,,,,,,,,,
95492,39376,,,,,,,,,,,,,,,,,,,,,
95493,39378,,,,,,,,,,,,,,,,,,,,,
95494,39381,,,,,,,,,,,,,,,,,,,,,
95495,39394,,,,,,,,,,,,,,,,,,,,,
95496,39408,,,,,,,,,,,,,,,,,,,,,
95497,39425,,,,,,,,,,,,,,,,,,,,,
95498,39427,,,,,,,,,,,,,,,,,,,,,
95499,39445,,,,,,,,,,,,,,,,,,,,,
95500,39453,,,,,,,,,,,,,,,,,,,,,
95501,39458,,,,,,,,,,,,,,,,,,,,,
95502,39464,,,,,,,,,,,,,,,,,,,,,
95503,39474,,,,,,,,,,,,,,,,,,,,,
95504,39528,,,,,,,,,,,,,,,,,,,,,
95505,39536,,,,,,,,,,,,,,,,,,,,,
95506,39567,,,,,,,,,,,,,,,,,,,,,
95507,39575,,,,,,,,,,,,,,,,,,,,,
95508,39691,,,,,,,,,,,,,,,,,,,,,
95509,39699,,,,,,,,,,,,,,,,,,,,,
95510,39745,,,,,,,,,,,,,,,,,,,,,
95511,39778,,,,,,,,,,,,,,,,,,,,,
95512,39785,,,,,,,,,,,,,,,,,,,,,
95513,39802,,,,,,,,,,,,,,,,,,,,,
95514,39813,,,,,,,,,,,,,,,,,,,,,
95515,39837,,,,,,,,,,,,,,,,,,,,,
95516,39862,,,,,,,,,,,,,,,,,,,,,
95517,39891,,,,,,,,,,,,,,,,,,,,,
95518,39907,,,,,,,,,,,,,,,,,,,,,
95519,39924,,,,,,,,,,,,,,,,,,,,,
95520,39935,,,,,,,,,,,,,,,,,,,,,
95521,39944,,,,,,,,,,,,,,,,,,,,,
95522,39955,,,,,,,,,,,,,,,,,,,,,
95523,39957,,,,,,,,,,,,,,,,,,,,,
95524,39959,,,,,,,,,,,,,,,,,,,,,
95525,39979,,,,,,,,,,,,,,,,,,,,,
95526,39993,,,,,,,,,,,,,,,,,,,,,
95527,40007,,,,,,,,,,,,,,,,,,,,,
95528,40008,,,,,,,,,,,,,,,,,,,,,
95529,40027,,,,,,,,,,,,,,,,,,,,,
95530,40040,,,,,,,,,,,,,,,,,,,,,
95531,40043,,,,,,,,,,,,,,,,,,,,,
95532,40050,,,,,,,,,,,,,,,,,,,,,
95533,40179,,,,,,,,,,,,,,,,,,,,,
95534,40187,,,,,,,,,,,,,,,,,,,,,
95535,40204,,,,,,,,,,,,,,,,,,,,,
95536,40220,,,,,,,,,,,,,,,,,,,,,
95537,40228,,,,,,,,,,,,,,,,,,,,,
95538,40236,,,,,,,,,,,,,,,,,,,,,
95539,40245,,,,,,,,,,,,,,,,,,,,,
95540,40247,,,,,,,,,,,,,,,,,,,,,
95541,40268,,,,,,,,,,,,,,,,,,,,,
95542,40311,,,,,,,,,,,,,,,,,,,,,
95543,40320,,,,,,,,,,,,,,,,,,,,,
95544,40323,,,,,,,,,,,,,,,,,,,,,
95545,40344,,,,,,,,,,,,,,,,,,,,,
95546,40363,,,,,,,,,,,,,,,,,,,,,
95547,40373,,,,,,,,,,,,,,,,,,,,,
95548,40379,,,,,,,,,,,,,,,,,,,,,
95549,40395,,,,,,,,,,,,,,,,,,,,,
95550,40420,,,,,,,,,,,,,,,,,,,,,
95551,40430,,,,,,,,,,,,,,,,,,,,,
95552,40469,,,,,,,,,,,,,,,,,,,,,
95553,40488,,,,,,,,,,,,,,,,,,,,,
95554,40501,,,,,,,,,,,,,,,,,,,,,
95555,40513,,,,,,,,,,,,,,,,,,,,,
95556,40533,,,,,,,,,,,,,,,,,,,,,
95557,40544,,,,,,,,,,,,,,,,,,,,,
95558,40546,,,,,,,,,,,,,,,,,,,,,
95559,40550,,,,,,,,,,,,,,,,,,,,,
95560,40561,,,,,,,,,,,,,,,,,,,,,
95561,40566,,,,,,,,,,,,,,,,,,,,,
95562,40577,,,,,,,,,,,,,,,,,,,,,
95563,40578,,,,,,,,,,,,,,,,,,,,,
95564,40587,,,,,,,,,,,,,,,,,,,,,
95565,40608,,,,,,,,,,,,,,,,,,,,,
95566,40648,,,,,,,,,,,,,,,,,,,,,
95567,40693,,,,,,,,,,,,,,,,,,,,,
95568,40697,,,,,,,,,,,,,,,,,,,,,
95569,40703,,,,,,,,,,,,,,,,,,,,,
95570,40709,,,,,,,,,,,,,,,,,,,,,
95571,40710,,,,,,,,,,,,,,,,,,,,,
95572,40760,,,,,,,,,,,,,,,,,,,,,
95573,40772,,,,,,,,,,,,,,,,,,,,,
95574,40815,,,,,,,,,,,,,,,,,,,,,
95575,40850,,,,,,,,,,,,,,,,,,,,,
95576,40867,,,,,,,,,,,,,,,,,,,,,
95577,40885,,,,,,,,,,,,,,,,,,,,,
95578,40903,,,,,,,,,,,,,,,,,,,,,
95579,40907,,,,,,,,,,,,,,,,,,,,,
95580,40921,,,,,,,,,,,,,,,,,,,,,
95581,40976,,,,,,,,,,,,,,,,,,,,,
95582,41004,,,,,,,,,,,,,,,,,,,,,
95583,41023,,,,,,,,,,,,,,,,,,,,,
95584,41025,,,,,,,,,,,,,,,,,,,,,
95585,41106,,,,,,,,,,,,,,,,,,,,,
95586,41116,,,,,,,,,,,,,,,,,,,,,
95587,41125,,,,,,,,,,,,,,,,,,,,,
95588,41158,,,,,,,,,,,,,,,,,,,,,
95589,41179,,,,,,,,,,,,,,,,,,,,,
95590,41211,,,,,,,,,,,,,,,,,,,,,
95591,41237,,,,,,,,,,,,,,,,,,,,,
95592,41248,,,,,,,,,,,,,,,,,,,,,
95593,41265,,,,,,,,,,,,,,,,,,,,,
95594,41269,,,,,,,,,,,,,,,,,,,,,
95595,41276,,,,,,,,,,,,,,,,,,,,,
95596,41321,,,,,,,,,,,,,,,,,,,,,
95597,41330,,,,,,,,,,,,,,,,,,,,,
95598,41331,,,,,,,,,,,,,,,,,,,,,
95599,41348,,,,,,,,,,,,,,,,,,,,,
95600,41349,,,,,,,,,,,,,,,,,,,,,
95601,41358,,,,,,,,,,,,,,,,,,,,,
95602,41366,,,,,,,,,,,,,,,,,,,,,
95603,41375,,,,,,,,,,,,,,,,,,,,,
95604,41402,,,,,,,,,,,,,,,,,,,,,
95605,41432,,,,,,,,,,,,,,,,,,,,,
95606,41459,,,,,,,,,,,,,,,,,,,,,
95607,41460,,,,,,,,,,,,,,,,,,,,,
95608,41487,,,,,,,,,,,,,,,,,,,,,
95609,41514,,,,,,,,,,,,,,,,,,,,,
95610,41539,,,,,,,,,,,,,,,,,,,,,
95611,41548,,,,,,,,,,,,,,,,,,,,,
95612,41565,,,,,,,,,,,,,,,,,,,,,
95613,41591,,,,,,,,,,,,,,,,,,,,,
95614,41614,,,,,,,,,,,,,,,,,,,,,
95615,41622,,,,,,,,,,,,,,,,,,,,,
95616,41646,,,,,,,,,,,,,,,,,,,,,
95617,41653,,,,,,,,,,,,,,,,,,,,,
95618,41660,,,,,,,,,,,,,,,,,,,,,
95619,41677,,,,,,,,,,,,,,,,,,,,,
95620,41681,,,,,,,,,,,,,,,,,,,,,
95621,41682,,,,,,,,,,,,,,,,,,,,,
95622,41683,,,,,,,,,,,,,,,,,,,,,
95623,41686,,,,,,,,,,,,,,,,,,,,,
95624,41707,,,,,,,,,,,,,,,,,,,,,
95625,41767,,,,,,,,,,,,,,,,,,,,,
95626,41778,,,,,,,,,,,,,,,,,,,,,
95627,41782,,,,,,,,,,,,,,,,,,,,,
95628,41796,,,,,,,,,,,,,,,,,,,,,
95629,41797,,,,,,,,,,,,,,,,,,,,,
95630,41801,,,,,,,,,,,,,,,,,,,,,
95631,41805,,,,,,,,,,,,,,,,,,,,,
95632,41830,,,,,,,,,,,,,,,,,,,,,
95633,41841,,,,,,,,,,,,,,,,,,,,,
95634,41869,,,,,,,,,,,,,,,,,,,,,
95635,41895,,,,,,,,,,,,,,,,,,,,,
95636,41896,,,,,,,,,,,,,,,,,,,,,
95637,41906,,,,,,,,,,,,,,,,,,,,,
95638,41946,,,,,,,,,,,,,,,,,,,,,
95639,41951,,,,,,,,,,,,,,,,,,,,,
95640,41953,,,,,,,,,,,,,,,,,,,,,
95641,41991,,,,,,,,,,,,,,,,,,,,,
95642,42032,,,,,,,,,,,,,,,,,,,,,
95643,42048,,,,,,,,,,,,,,,,,,,,,
95644,42051,,,,,,,,,,,,,,,,,,,,,
95645,42084,,,,,,,,,,,,,,,,,,,,,
95646,42101,,,,,,,,,,,,,,,,,,,,,
95647,42120,,,,,,,,,,,,,,,,,,,,,
95648,42135,,,,,,,,,,,,,,,,,,,,,
