,Respondent,Engineering manager,QA or test developer,Designer,Mobile developer,System administrator,Game or graphics developer,Product manager,Data or business analyst,Educator or academic researcher,Marketing or sales professional,Back-end developer,Student,"C-suite executive (CEO, CTO, etc.)",DevOps specialist,Front-end developer,Database administrator,Data scientist or machine learning specialist,Embedded applications or devices developer,Desktop or enterprise applications developer,Full-stack developer
94216,14259,,,,,,2,,,,,,2,,,,,,,,
94217,14273,,,,,,,,,,,,,,,,,,,,
94218,14298,,,,,,,,,,,,,,,,,,,,
94219,14300,,,2,2,,,,,,,2,2,,,2,,,,,
94220,14321,,,,,,,,,,,,,,,,,,,,
94221,14338,,,,,,,,,,,,,,,,,,,,
94222,14340,,,,,,,,,,,,,,,,,,,,
94223,14382,,,,,,,,,,,,,,,,,,,,
94224,14430,,,,,,,,,,,,,,,,,,,,
94225,14433,,,,,,,,,,,,,,,,,,,,
94226,14453,,,,,,,,,,,,,,,,,,,,
94227,14462,,,,,,,,,,,,,,,,,,,,
94228,14481,,,,,,,,,,,2,,,,,,,,2,2
94229,14501,,,,,,,,,,,,,,,,,,,,
94230,14521,,,,,,,,,,,,,,,,,,,,
94231,14529,,,,,,,,,,,,,,,,,,,,
94232,14533,,,,,,,,,,,,,,,,,,,,
94233,14545,,,,,,,,,,,,,,,,,,,,
94234,14566,,,,,,,,,,,,,,,,,,,,
94235,14608,,,,,,,,,,,,,,,,,,,,
94236,14623,,,,,,,,,,,,,,,,,,,,
94237,14639,,,,,,,,,,,,,,,,,,,,
94238,14646,,,,,,,,,,,,,,,,,,,,
94239,14661,,,,,,,,,,,,2,,,,,,,,
94240,14662,,,,,,,,,,,,,,,,,,,,
94241,14671,,,,,,,,,,,,,,,,,,,,
94242,14708,,,,,,,,,,,,,,,,,,,,
94243,14723,,,,,,,,,,,,,,,,,,,,
94244,14764,,,,,,,,,,,,,,,,,,,,
94245,14771,,,,,,,,,,,,,,,,,,,,
94246,14773,,,,,,,,,,,,,,,,,,,,
94247,14774,,,,,,,,,,,,,,,,,,,,
94248,14797,,,,,,,,,,,,2,,,,,,,,
94249,14826,,,,,,,,,,,,,,,,,,,,
94250,14833,,,,,,,,,,,,,,,,,,,,
94251,14850,,,,,,,,,,,,,,,,,,,,
94252,14890,,,,,,,,,,,,,,,,,,,,
94253,14897,,,,,,,,,,,,,,,,,,,,
94254,14911,,,,,,,,,,,,,,,,,,,,
94255,14933,,,,,,,,,,,,,,,,,,,,
94256,14935,,,,,,,,,,,,,,,,,,,,
94257,14941,,,,,,,,,,,,,,,,,,,,
94258,14945,,,,,,,,,,,,,,,,,,,,
94259,14964,,,,,2,,,2,2,,,2,,,,2,2,2,,2
94260,14989,,,,,,,,,,,,,,,,,,,,
94261,15003,,,,,,,,,,,,,,,,,,,,
94262,15004,,,,,,,,,,,,,,,,,,,,
94263,15040,,,,,,,,,,,,,,,,,,,,
94264,15041,,,,,,,,,,,,,,,,,,,,
94265,15068,,,,,,,,,,,,,,,,,,,,
94266,15083,,,,,,,,,,,,,,,,,,,,
94267,15095,,,,,,,,,,,,,,,,,,,,
94268,15096,,,,,,,,,,,,,,,,,,,,
94269,15119,,,,,,,,,,,,,,,,,,,,
94270,15135,,,,,,,,,,,,,,,,,,,,
94271,15142,,,,,,,,,,,,,,,,,,,,
94272,15189,,,,,,,,,,,,,,,,,,,,
94273,15194,,,,,,,,,,,,,,,,,,,,
94274,15248,,,,,,,,,,,,,,,,,,,,
94275,15250,,,,,,,,,,,,,,,,,,,,
94276,15266,,,,,,,,,,,,,,,,,,,,
94277,15267,,,,,,,,,,,,,,,,,,,,
94278,15268,,,,,,,,,,,,,,,,,,,,
94279,15293,,,,,,,,,,,,,,,,,,,,
94280,15363,,,,,,,,,,,,,,,,,,,,
94281,15378,,,,,,,,,,,,,,,,,,,,
94282,15410,,,,,,,,,,,,,,,,,,,,
94283,15417,,,,,,,,,,,,,,,,,,,,
94284,15424,,,,,,,,,,,,,,,,,,,,
94285,15431,,2,,,,,,,,,,2,,,,,,,,
94286,15438,,,,,,,,,,,,,,,,,,,,
94287,15446,,,,,,,,,,,,,,,,,,,,
94288,15456,,,2,2,,,2,,,,2,2,,,,2,,2,,2
94289,15465,,,,,,,,,,,,,,,,,,,,
94290,15478,,,,,,,,,,,,,,,,,,,,
94291,15484,,,,,,,,,,,,,,,,,,,,
94292,15488,,,,,,,,,,,,,,,,,,,,
94293,15527,,,,,,,,,,,,,,,,,,,,
94294,15528,,,,,,,,,,,,,,,,,,,,
94295,15569,,,,,,,,,,,,,,,,,,,,
94296,15575,,,,,,,,,,,,,,,,,,,,
94297,15593,,,,,,,,,,,,,,,,,,,,
94298,15605,,,,,,,,,,,,,,,,,,,,
94299,15613,,,,,,,,,,,,,,,,,,,,
94300,15614,,,,,,,,,,,,2,,,,,,,,
94301,15645,,,,,,,,,,,,,,,,,,,,
94302,15697,,,,,,,,,,,,,,,,,,,,
94303,15713,,,,,,,,,,,,,,,,,,,,
94304,15734,,,,,,,,,,,,,,,,,,,,
94305,15737,,,,,,,,,,,,,,,,,,,,
94306,15756,,,,,,,,,,,,,,,,,,,,
94307,15782,,,,,,,,,,,,,,,,,,,,
94308,15808,,,,,,,,,,,,,,,,,,,,
94309,15886,,,,,,,,,2,,,2,,,,,2,,,
94310,15916,,,,,,,,,,,,,,,,,,,,
94311,15962,,,,,,,,,,,,,,,,,,,,
94312,16003,,,,,,,,,,,,,,,,,,,,
94313,16007,,,,,,,,,,,,,,,,,,,,
94314,16024,,,,,,,,,,,,,,,,,,,,
94315,16039,,,,,,,,,,,,,,,,,,,,
94316,16089,,,,,,,,,,,,,,,,,,,,
94317,16126,,,,,,,,,,,,,,,,,,,,
94318,16132,,,,,,,,,,,,,,,,,,,,
94319,16145,,,,,,,,,,,,,,,,,,,,
94320,16157,,,,,,,,,,,,,,,,,,,,
94321,16164,,,,,,,,,,,,,,,,,,,,
94322,16171,,,,,,,,,,,,,,,,,,,,
94323,16205,,,,,,,,,,,,,,,,,,,,
94324,16252,,,,,,,,,,,,,,,,,,,,
94325,16257,,,,,,,,,,,,,,,,,,,,
94326,16260,,,,,,,,,,,,,,,,,,,,
94327,16277,,,,,,,,,,,,,,,,,,,,
94328,16319,,,,,,,,,,,,,,,,,,,,
94329,16361,,,,,,,,,,,,,,,,,,,,
94330,16381,,,,,,,,,,,,,,,,,,,,
94331,16393,,,,,,,,,,,,,,,,,,,,
94332,16396,,,,,,,,,,,,,,,,,,,,
94333,16403,,,,,,,,,,,,,,,,,,,,
94334,16422,,,,,,,,,,,,,,,,,,,,
94335,16432,,,,,,,,,,,,,,,,,,,,
94336,16439,,,,,,,,,,,,,,,,,,,,
94337,16444,,,,,,,,,,,,,,,,,,,,
94338,16453,,,,,,,,,,,,,,,,,,,,
94339,16454,,,,,,,,,,,,,,,,,,,,
94340,16457,,,,,,,,,,,,,,,,,,,,
94341,16463,,,,,,,,,,,,,,,,,,,,
94342,16470,,,,,,,,,,,,,,,,,,,,
94343,16493,,,,,,,,,,,,,,,,,,,,
94344,16516,,,,,,,,,,,,,,,,,,,,
94345,16526,,,,,,,,,,,,,,,,,,,,
94346,16530,,,,,,,,,,,,,,,,,,,,
94347,16541,,,,,,,,,,,,,,,,,,,,
94348,16558,,,,,,,,,,,,,,,,,,,,
94349,16575,,,,,,,,,,,,,,,,,,,,
94350,16594,,,,,,,,,,,,,,,,,,,,
94351,16606,,,,,,,,,,,,,,,,,,,,
94352,16627,,,,,,,,,,,,,,,,,,,,
94353,16663,,,,,,,,,,,,,,,,,,,,
94354,16688,,,,,,,,,,,,,,,,,,,,
94355,16690,,,,,,,,,,,,,,,,,,,,
94356,16691,,,,,,,,,,,,,,,,,,,,
94357,16720,,,2,,,,,,,,,,,,,,,,,
94358,16754,,,,,,,,,,,,,,,,,,,,
94359,16808,,,,,,,,,,,,,,,,,,,,
94360,16818,,,,,,,,,,,,,,,,,,,,2
94361,16834,,,,,,,,,,,,,,,,,,,,
94362,16842,,,,,,,,,,,,,,,,,,,,
94363,16869,,,,,,,,,,,,,,,,,,,,
94364,16873,,,,,,,,,,,,,,,,,,,,
94365,16894,2,,,2,,2,,,,,2,2,,,,,,,,
94366,16903,,,,,,,,,,,,,,,,,,,,
94367,16909,,,,,,,,,,,,,,,,,,,,
94368,16925,,,,,,,,,,,,,,,,,,,,
94369,16960,,,,,,,,,,,,,,,,,,,,
94370,16961,,,,,,,,,,,,,,,,,,,,
94371,16983,,,,,,,,,,,,,,,,,,,,
94372,16996,,,,,,,,,,,,,,,,,,,,
94373,17026,,,,2,,,,,,,,2,,,,,,,2,
94374,17064,,,,,,,,,,,,,,,,,,,,
94375,17070,,,,,,,,,,,,,,,,,,,,
94376,17077,,,,,,,,,,,,,,,,,,,,
94377,17132,,,,,,,,,,,,,,,,,,,,
94378,17137,,,,,,,,,,,,,,,,,,,,
94379,17154,,,,,,,,,,,,,,,,,,,,
94380,17170,,,,,,,,,,,,,,,,,,,,
94381,17171,,,,,,,,,,,,,,,,,,,,
94382,17200,,,,,,,,,,,,,,,,,,,,
94383,17218,,,,,,,,,,,,,,,,,,,,
94384,17226,,,,,,,,,,,,,,,,,,,,
94385,17227,,,,,,,,,,,,,,,,,,,,
94386,17240,,,2,2,,,,,,,,2,,,2,,,,2,
94387,17256,,,,,,,,,,,,,,,,,,,,
94388,17350,,,,,,,,,,,,,,,,,,,,
94389,17357,,,,,,,,,,,2,,,,,,,,,
94390,17404,,,,,,,,,,,,,,,,,,,,
94391,17407,,,,,,,,,,,,,,,,,,,,
94392,17415,,,,,,,,,,,,,,,,,,,,
94393,17418,,,,,,,,,,,,,,,,,,,,
94394,17464,,,,,,,,,,,,,,,,,,,,
94395,17497,,,,,,,,,,,,,,,,,,,,
94396,17529,,,,,,,,,,,,,,,,,,,,
94397,17534,,,,,,,,,,,,,,,,,,,,
94398,17547,,,,,,,,,,,,,,,,,,,,
94399,17568,,,,,,,,,,,,,,,,,,,,
94400,17614,,,,,,,,,,,,,,,,,,,,
94401,17620,,,,,,,,,,,,,,,,,,,,
94402,17627,,,,,,,,,,,,,,,,,,,,
94403,17669,,,,,,,,,,,,,,,,,,,,
94404,17689,,,,,,,,,,,,,,,,,,,,
94405,17695,,,,,,,,,,,,,,,,,,,,
94406,17709,,,,,,,,,,,,,,,,,,,,
94407,17711,,,,,,,,,,,,,,,,,,,,
94408,17715,,,,,,,,,,,,,,,,,,,,
94409,17730,,,,,,,,,,,,,,,,,,,,
94410,17760,,,,,,,,,,,,,,,,,,,,
94411,17771,,,,,,,,,,,,,,,,,,,,
94412,17821,,,,,,,,,,,,,,,,,,,,
94413,17824,,,,,,,,,,,,,,,,,,,,
94414,17831,,,,,,,,,,,,,,,,,,,,
94415,17917,,,,,,,,,,,,,,,,,,,,
94416,17963,,,,,,,,,,,,,,,,,,,,
94417,17988,,,,,,,,,,,,,,,,,,,,
94418,18001,,,,,,,,,,,,,,,,,,,,
94419,18009,,,,,,,,,,,,,,,,,,,,
94420,18017,,,,,,,,,,,,,,,,,,,,
94421,18018,,,,,,,,,,,,,,,,,,,,
94422,18069,,,,,,,,,,,,,,,,,,,,
94423,18076,,,,,,,,,,,,,,,,,,,,
94424,18078,,,,,,,,,,,,,,,,,,,,
94425,18099,,,,,,,,,,,,,,,,,,,,
94426,18112,,,,,,,,,,,,,,,,,,,,
94427,18131,,,,,,,,,,,,,,,,,,,,
94428,18164,,,,,,,,,,,,,,,,,,,,
94429,18165,,,,,,,,,,,,,,,,,,,,
94430,18166,,,,,,,,,,,,,,,,,,,,
94431,18190,,,,,,,,,,,,,,,,,,,,
94432,18191,,,,,,,,,,,,,,,,,,,,
94433,18207,,,,,,,,,,,,,,,,,,,,
94434,18216,,,,,,,,,,,,,,,,,,,,
94435,18228,,,,,,,,,,,,,,,,,,,,
94436,18280,,,,,,,,,,,,,,,,,,,,
94437,18286,,,,,,,,,,,,,,,,,,,,
94438,18299,,,,,,,,,,,,,,,,,,,,
94439,18324,,,,,,,,,,,,,,,,,,,,
94440,18365,,,,,,,,,,,,,,,,,,,,
94441,18370,,,,,,,,,,,,,,,,,,,,
94442,18371,,,,,,,,,,,,,,,,,,,,
94443,18380,,,,,,,,,,,,,,,,,,,,
94444,18401,,,2,,,,,,,,2,,,,,,,,,2
94445,18412,,,,,,,,,,,,,,,,,,,,
94446,18436,,,,,,,,,,,,,,,,,,,,
94447,18490,,,,,,,,,,,,,,,,,,,,
94448,18503,,,,,,,,,,,,,,,,,,,,
94449,18557,,,,,,,,,,,,,,,,,,,,
94450,18609,,,,,,,,,,,,,2,,,,,,,
94451,18616,,,,,,,,,,,,,,,,,,,,
94452,18625,,,,,,,,,,,,,,,,,,,,
94453,18648,,,,,,,,,,,,,,,,,,,,
94454,18661,,,,,,,,,,,,,,,,,,,,
94455,18662,,,,,,,,,,,,,,,,,,,,
94456,18688,,,,,,,,,,,,,,,,,,,,
94457,18695,,,,,,,,,,,,,,,,,,,,
94458,18743,,,,,,,,,,,,,,,,,,,,
94459,18753,,,,,,,,,,,,,,,,,,,,
94460,18796,,,,,,,,,,,,,,,,,,,,
94461,18805,,,,,,,,,,,,,,,,,,,,
94462,18813,,,,,,,,,,,,,,,,,,,,
94463,18826,,,,,,,,,,,,,,,,,,,,
94464,18892,,,,,,,,,,,,,,,,,,,,
94465,18905,,,,,,,,,,,,,,,,,,,,
94466,18921,,,,,,,,,,,,,,,,,,,,
94467,18926,,,,,,,,2,2,,,,,,,,,2,2,
94468,18929,,,,,,,,,,,,,,,,,,,,
94469,18939,,,2,2,,,,,,,,,,,,,,,,
94470,18944,,,,,,,,,,,,,,,,,,,,
94471,18948,,,,,,,,,,,,,,,,,,,,
94472,18949,,,,,,,,,,,2,,,,,,,,2,2
94473,18961,,,,,,,,,,,,,,,,,,,,
94474,18978,,,,,,,,,,,,,,,,,,,,
94475,18985,,,,,,,,,,,,,,,,,,,,
94476,18989,,,,,,,,,,,,,,,,,,,,
94477,18995,,,,,,,,,,,,,,,,,,,,
94478,19006,,,,,,,,,,,,,,,,,,,,
94479,19018,,,,,,,,,,,,,,,,,,,,
94480,19034,,,,,,,,,,,,,,,,,,,,
94481,19083,,,,,,,,,,,,,,,,,,,,
94482,19086,,,,,,,,,,,,,,,,,,,,
94483,19098,,,,,,,,,,,,,,,,,,,,
94484,19105,,,,,,,,,,,,,,,,,,,,
94485,19145,,,,,,,,,,,,,,,,,,,,
94486,19159,,,,,,,,,,,,,,,,,,,,
94487,19185,,,,,,,,,,,,,,,,,,,,
94488,19188,,,,,,,,,,,,2,,,,,,,,
94489,19206,,,,,,,,,,,,,,,,,,,,
94490,19244,,,,,,,,,,,,2,,,,,,,,
94491,19250,,,,,,,,,,,,,,,,,,,,
94492,19274,,,,,,,,,,,,,,,,,,,,
94493,19278,,,,,,,,,,,,,,,,,,,,
94494,19279,,,,,,,,,,,,,,,,,,,,
94495,19366,,,,,,,,,,,,,,,,,,,,
94496,19401,,,,,,,,,,,,,,,,,,,,
94497,19528,,,,,,,,,,,,,,,,,,,,
94498,19533,,,,,,,,,,,,,,,,,,,,
94499,19599,,,,,,,,,,,,,,,,,,,,
94500,19606,,,,,,,,,,,,,,,,,,,,
94501,19641,,,,,,,,,,,,,,,,,,,,
94502,19661,,,,,,,,,,,,,,,,,,,,
94503,19683,,,,,,,,,,,,,,,,,,,,
94504,19726,,,,,,,,,,,,,,,,,,,,
94505,19760,,,,,,,,,,,,,,,,,,,,
94506,19770,,,,,,,,,,,,,,,,,,,,
94507,19835,,,,,,,,,,,,,,,,,,,,
94508,19837,,,,,,,,,,,,,,,,,,,,
94509,19853,,,,,,,,,,,,,,,,,,,,
94510,19882,,,,,,,,,,,,,,,,,,,,
94511,19928,,,,,,,,,,,,,,,,,,,,
94512,19958,,,,,,,,,,,,,,,,,,,,
94513,19975,,,,,2,,,,,,2,,,,,,,,,
94514,19977,,,,,,,,,,,,,,,,,,,,
94515,19986,,,,,,,,,,,,,,,,,,,,
94516,20002,,,,,,,,,,,,,,,,,,,,
94517,20010,,,,,,,,,,,,,,,,,,,,
94518,20058,,,,,,,,,,,,,,,,,,,,
94519,20077,,,,,,,,,,,,,,,,,,,,
94520,20082,,,,,,,,,,,,,,,,,,,,
94521,20130,,,,,,,,,,,,,,,,,,,,
94522,20153,,,,,,,,,,,,,,,,,,,,
94523,20167,,,,,,,,,,,,,,,,,,,,
94524,20255,,,,,,,,,,,,,,,,,,,,
94525,20257,,,,,,,,,,,,,,,,,,,,
94526,20314,,,,,,,,,,,,,,,,,,,,
94527,20320,,,,,,,,,,,,,,,,,,,,
94528,20322,,,,,,,,,,,,,,,,,,,,
94529,20323,,,,,,,,,,,,,,,,,,,,
94530,20384,,,,,,,,,,,,,,,,,,,,
94531,20391,,,,,,,,,,,,,,,,,,,,
94532,20410,,,,,,,,,,,,,,,,,,,,
94533,20440,,,,,,,,,,,,,,,,,,,,
94534,20478,,,,,,,,,,,,,,,,,,,,
94535,20485,,,,,,,,,,,,,,,,,,,,
94536,20505,,,,,,2,,,,2,2,2,,,,,,,2,
94537,20515,,,,,,,,,,,,,,,,,,,,
94538,20522,,,,2,,,,,,,,2,,,,,,,2,2
94539,20528,,,,,,,,,,,,,,,,,,,,
94540,20544,,,,,,,,,,,,,,,,,,,,
94541,20558,,,,,,,,,,,,,,,,,,,,
94542,20566,,,,,,,,,,,,,,,,,,,,
94543,20567,,2,2,,,,,,,,2,,2,,2,,,,,
94544,20577,,,2,,2,,,,,,2,2,,,2,2,,2,,
94545,20620,,,,,,,,,,,,,,,,,,,,
94546,20708,,,,,,,,,,,2,,2,,,,,,,
94547,20738,,,,,,,,,,,,,,,,,,,,
94548,20777,,,,,,,,,,,,,,,,,,,,
94549,20783,,,,,,,,,,,,,,,,,,,,
94550,20793,,,,,,,,,,,,,,,,,,,,
94551,20805,,,,,,,,,,,,,,,,,,,,
94552,20821,,,,,,,,,,,,,,,,,,,,
94553,20828,,,,,,,,,,,,,,,,,,,,
94554,20842,,,,,,,,,,,,,,,2,,,,,2
94555,20886,,,,,,,,,,,,,,,,,,,,
94556,20910,,,,,,,,,,,,,,,,,,,,
94557,20917,,,,,,,,,,,,,,,,,,,,
94558,20924,,,,,,,,,,,,,,,,,,,,
94559,20947,,,,,,,,,,,,,,,,,,,,
94560,20986,,,,,,,,,,,,,,,,,,,,
94561,20992,,,,,,,,,,,,,,,,,,,,
94562,21010,,,,,,,,,,,,,,,,,,,,
94563,21012,,,,,,,,,,,,,,,,,,,,
94564,21084,,,2,2,,,,,,,2,,,,2,,,,2,2
94565,21118,,,,,,,,,,,,,,,,,,,,
94566,21147,,,,,,,,,,,,,,,,,,,,
94567,21161,,,,,,,,,,,2,2,,,2,,,,,
94568,21164,,,,,,,,,,,,,,,,,,,,
94569,21192,,,,,,,,,,,,,,,,,,,,
94570,21216,,,,,,,,,,,,,,,,,,,,
94571,21225,,,,,,,,,,,,,,,,,,,,
94572,21241,,,,,,,,,,,,,,,,,,,,
94573,21256,,,,,,,,,,,,,,,,,,,,
94574,21259,,,,,,,,,,,,,,,,,,,,
94575,21294,,,,,,,,,,,,,,,,,,,,
94576,21299,,,,,,,,,,,,,,,,,,,,
94577,21320,,,2,2,,2,,2,,2,2,,,,,2,,,2,
94578,21329,,,,,,,,,,,,,,,,,,,,
94579,21338,,,,,,,,,,,,,,,,,,,,
94580,21350,,,,,,,,,,,,,,,,,,,,
94581,21360,,,,,,,,,,,,,,,,,,,,
94582,21374,,,,2,,,2,,,,,,,,,,,,,
94583,21375,,,,,,,,,,,,,,,,,,,,
94584,21393,,,,,,,,,,,,,,,,,,,,
94585,21403,,,,,,,,,,,,,,,,,,,,
94586,21424,,,,,,,,,,,,,,,,,,,,
94587,21452,,,,,,,,,,,,,,,,,,,,
94588,21481,,,,,,,,,,,,,,,,,,,,
94589,21494,,,,,,,,2,,,,2,,,,,2,,,2
94590,21578,,,,,,,,,,,,,,,,,,,,
94591,21619,,,,,,,,,,,,,,,,,,,,
94592,21627,,,,,,,,,,,,,,,,,,,,
94593,21637,,,,,,,,,,,,,,,,,,,,
94594,21748,,,,,,,,,,,,,,,,,,,,
94595,21766,,,,,,,,,,,,,,,,,,,,
94596,21773,,,,,,,,,,,,,,,,,,,,
94597,21807,,,,,,,,,,,,,,,,,,,,
94598,21823,,,,,,,,,,,,,,,,,,,,
94599,21830,2,,,,,,,,,,2,,,2,,2,,,,
94600,21878,,,,,,,,,,,,,,,,,,,,
94601,21888,,,,,,,,,,,,,,,,,,,,
94602,21889,,,,,,,,,,,,,,,,,,,,
94603,21896,,,,,,,,,,,,,,,,,,,,
94604,21909,,,,,,,,,,,,,,,,,,,,
94605,21936,,,,,,,,,,,,,,,,,,,,
94606,21961,,,,,,,,,,,,,,,,,,,,
94607,21965,,,,,,,,,,,,,,,,,,,,
94608,21976,,,,,,,,,,,,,,,,,,,,
94609,21981,,,,,,,,,,,,,,,,,,,,
94610,22001,,,,,,,,,,,,,,,,,,,,
94611,22002,,,,,,,,,,,,,,,,,,,,
94612,22016,,,,,,,,,,,,,,,,,,,,
94613,22022,,,,,,,,,,,,,,,,,,,,
94614,22027,,,,,,,,,,,,,,,,,,,,
94615,22047,,,,,,,,,,,,,,,,,,,,
94616,22049,,,,,,,,,,,,,,,,,,,,
94617,22055,,,,,,,,,,,,,,,,,,,,
94618,22102,,,,,,,,,,,,,,,,,,,,
94619,22116,,,,,,,,,,,,,,,,,,,,
94620,22132,,,,,,,,,,,,,,,,,,,,
94621,22152,,,,,,,,,,,,,,,,,,,,
94622,22194,,,,,,,,,,,,,,,,,,,,
94623,22211,,,,,,,,,,,,,,,,,,,,
94624,22221,,,,,,,,,,,,,,,,,,,,
94625,22229,,,,,,,,,,,,,,,,,,,,
94626,22247,,,,,,,,,,,,,,,,,,,,
94627,22257,,,,,,,,,,,,,,,,,,,,
94628,22272,,,,,,,,,,,,,,,,,,,,
94629,22281,,,,,,,,,,,,,,,,,,,,
94630,22301,,,,,,,,,,,2,2,,,,,2,,,
94631,22343,,,,,,,,,,,,,,,,,,,,
94632,22346,,,,,,,,,,,,,,,,,,,,
94633,22362,,,,,2,,,,,,,,2,,,,,,,2
94634,22376,,,,,,,,,,,,,,,,,,,,
94635,22401,,,,,,,,,,,,,,,,,,,,2
94636,22414,,,,,,,,,,,,,,,,,,,,
94637,22515,,,,,,,,,,,,2,,,,,,,,
94638,22526,,,,,,,,,,,,,,,,,,,,
94639,22537,,,,,,,,,,,,,,,,,,,,
94640,22571,,,,,,,,,,,,,,,,,,,,
94641,22619,,,,,,,,,,,,,,,,,,,,
94642,22624,,,,,,,,,,,,,,,,,,,,
94643,22642,,,,,,,,,,,,,,,,,,,,
94644,22686,,,,,,,,,,,,,,,,,,,,
94645,22696,,,,,,,,,,,,,,,,,,,,
94646,22702,,,,,,,,,,,,,,,,,,,,
94647,22718,,,,,,,,,,,,,,,,,,,,
94648,22738,,,,,,,,,,,,,,,,,,,,
94649,22761,,,,,,,,,,,,,,,,,,,,
94650,22793,,,,,,,,,,,,,,,,,,,,
94651,22836,,,,,,,,,,,,,,,,,,,,
94652,22853,,,,,,,,,,,,,,,,,,,,
94653,22854,,,,,,,,,,,,,,,,,,,,
94654,22869,,,,,,,,,,,,,,,,,,,,
94655,22870,,,,,,,,,,,,,,,,,,,,
94656,22874,,,,,,,,,,,,,,,,,,,,
94657,22877,,,,,,,,,,,,,,,,,,,,
94658,22898,,,,,,,,,,,,,,,,,,,,
94659,22946,,,,,,,,,,,,,,,,,,,,
94660,22995,,,,,,,,,,,,,,,,,,,,
94661,23030,,,,,,,,,,,,,,,,,,,,
94662,23065,,,,,,,,,,,,,,,,,,,,
94663,23113,,,,,,,,,,,,,,,,,,,,
94664,23116,,,,,,,,,,,,,,,,,,,,
94665,23141,,,,,,,,,,,,,,,,,,,,
94666,23145,,,,,,,,,,,,,,,,,,,,
94667,23169,,,,,,,,,,,,,,,,,,,,
94668,23176,,,,,,,,,,,,,,,,,,,,
94669,23203,,,,,,,,,,,,,,,,,,,,
94670,23225,,,,,,,,,,,,,,,,,,,,
94671,23238,,,,,,,,,,,,,,,,,,,,
94672,23256,,,,,,,,,,,,,,,,,,,,
94673,23261,,,,,,,,,,,,,,,,,,,,
94674,23276,,,,,,,,,,,,,,,,,,,,
94675,23298,,,,,,,,,,,,,,,,,,,,
94676,23299,,,,,,,,,,,,2,,,,,,,,
94677,23300,,,,,,,,,,,,,,,,,,,,
94678,23312,,,,,,,,,,,,,,,,,,,,
94679,23331,,,,,,,,,,,,,,,,,,,,
94680,23333,,,,,,,,,,,,,,,,,,,,
94681,23334,,,,,,,,,,,,,,,,,,,,
94682,23366,,,,,,,,,,,,,,,,,,,,
94683,23426,,,,,,,,,,,,,,,,,,,,
94684,23436,,,,,,,,,,,2,,,,,,,,,
94685,23447,,,,,,,,,,,,,,,,,,,,
94686,23464,,,,,,,,,,,,,,,,,,,,
94687,23522,,,,2,,2,,,,,,,,,,,,,,
94688,23543,,,,,,,,,,,2,2,,,,,2,,,
94689,23561,,,,,,,,,,,,,,,,,,,,
94690,23641,,,,,,,,,,,,,,,,,,,,
94691,23650,,,,,,,,,,,,,,,,,,,,
94692,23663,,,,,,,,,,,,,,,,,,,,
94693,23685,,,,,,,,,,,,,,,,,,,,
94694,23693,,,,,,,,,,,,,,,,,,,,
94695,23713,,,,,,,,,,,,,,,,,,,,
94696,23728,,,,,,,,,,,,,,,,,,,,
94697,23736,,,,,,,,,,,,,,,,,,,,
94698,23778,,,,,,,,,,,,,,,,,,,,
94699,23784,,,,,,,,,,,,,,,,,,,,
94700,23895,,,,,,,,,,,,,,,2,,,,,
94701,23900,,,,,,,,,,,,,,,,,,,,
94702,23930,,,,,,,,,,,,,,,,,,,,
94703,23936,,,,,,,,,,,,,,,,,,,,
94704,23947,,,,,,,,,,,,,,2,,,,,,
94705,23957,,,,,,,,,,,,,,,,,,,,
94706,23976,,,,,,,,,,,,,,,,,,,,
94707,23991,,,,,,,,,,,,,,,,,,,,
94708,24003,,,,,,,,,,,,,,,,,,,,
94709,24068,,,,,,,,,,,,,,,,,,,,
94710,24069,,,,,,,,,,,,,,,,,,,,
94711,24099,,,2,2,,,,,,,,2,,,,,,,,2
94712,24110,,,,,,,,,,,,,,,,,,,,
94713,24116,,,,,,,,,,,,,,,,,,,,
94714,24126,,,,,,,,,,,,,,,,,,,,2
94715,24137,,,,,,,,,,,,2,,,,,,,,
94716,24178,,,,,,,,,,,,,,,,,,,,
94717,24205,,,,,,,,,,,,,,,,,,,,
94718,24235,,,,,,,,,,,,,,,,,,,,
94719,24244,,,,,,,,,,,,,,,,,,,,
94720,24246,,,,,,,,,,,,,,,,,,,,
94721,24248,,,,,,,,,,,,,,,,,,,,
94722,24265,,,,,,,,,,,,,,,,,,,,
94723,24288,,,,,,,,,,,,,,,,,,,,
94724,24290,,,,,,,,,,,,,,,,,,,,
94725,24319,,,,,,,,,,,,,,,,,,,,
94726,24324,,,,,,,,,,,,,,,,,,,,
94727,24334,,,,,,,,,,,,,,,,,,,,
94728,24350,,,,,,,,,,,,,,,,,,,,
94729,24389,,,,,,,,,,,,,,,,,,,,
94730,24402,,,,,,,,,,,,,,,,,,,,
94731,24406,,,,,,,,,,,,,,,,,,,,
94732,24410,,,,,,,,,,,,,,,,,,,,
94733,24421,,,,,,,,,,,,,,,,,,,,
94734,24431,,,,,,,,,,,,,,,,,,,,
94735,24438,,,,,,,,,,,,,,,,,,,,
94736,24495,,,,,,,,,,,,,,,,,,,,
94737,24587,,,,,,,,,,,,,,,,,,,,
94738,24601,,,,,,,,,,,,,,,,,,,,
94739,24621,,,,,,,,,,,,,,,,,,,,
94740,24626,,,2,,2,,,,,,,2,,,,,,,,
