Respondent,amazon echo,android,apple watch or apple tv,arduino,aws,azure,drupal,esp8266,firebase,gaming console,google cloud platform/app engine,google home,heroku,ibm cloud or watson,ios,linux,mac os,mainframe,predix,raspberry pi,salesforce,serverless,sharepoint,windows desktop or server,windows phone,wordpress
83739,,,,1.0,,,,,,,1.0,,1.0,,,1.0,,,,1.0,,,,1.0,,
83740,,,,,,,,,,,,,,,,,,,,,,,,,,
83791,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,
83803,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
83808,,,,,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,
83809,,1.0,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,
83810,,1.0,,1.0,,,,,1.0,,,,,,,,,,,1.0,,,,,,
83832,,,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,1.0,,
83840,,,,,,,,,,,,,1.0,,,1.0,1.0,,,1.0,,,,,,
83842,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,
83847,,1.0,,,,,,,1.0,,,,,,,,1.0,,,,,,,1.0,1.0,
83850,,,,1.0,1.0,1.0,,,,,,,,,,1.0,,,,1.0,,,,1.0,,1.0
83859,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,1.0
83862,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,1.0,,
83885,,,,,1.0,,,,1.0,,1.0,,1.0,,1.0,1.0,,,,,1.0,,,,,1.0
83894,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
83916,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,,
83920,,1.0,,,,,,,1.0,,1.0,,,,1.0,1.0,1.0,,,,,,,,,1.0
83930,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
83944,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,1.0,,
83963,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,
83997,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,1.0,,
84004,,,,,,,,,,,,,,,,,,,,,,,,,,
84022,,,,,,,,,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,
84030,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
84038,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,1.0,,,,
84060,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,
84076,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,
84084,,1.0,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,
84093,,,,,,,,,,,,,,,,,,,,,,,,,,
84099,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,
84100,,1.0,,,,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,
84103,,1.0,,,1.0,,,,1.0,,,,1.0,,1.0,,1.0,,,,,,,,,
84109,,,,,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,
84130,1.0,,,1.0,1.0,,1.0,,1.0,,,,1.0,,,1.0,,,,1.0,,1.0,,1.0,,1.0
84144,,,,,,,,,,,,,,,,,,,,,,,,,,
84147,,,,,,,,,,,,,,,,,,,,,,,,,,
84151,,,,,,,,,,,,,,,,,,,,,,,,,,
84160,,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,
84166,,1.0,,,,,,,1.0,,,,,,1.0,,,,,,,,,1.0,,
84172,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,
84183,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,1.0
84196,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
84197,,,,,,,,,,,,,,,,,,,,,,,,,,
84198,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
84209,,1.0,,,,1.0,,,,,,,,,1.0,,,,,,,,,1.0,,
84210,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
84213,,1.0,,,1.0,,,,1.0,,1.0,,,,1.0,1.0,,,,,,,,,,
84217,,,,1.0,1.0,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,1.0
84220,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,
84223,,,,1.0,,,,,,1.0,,,,,,,,,,1.0,,,,,,
84249,,,,,,,,,,,,,,,,,,,,,,,,,,
84258,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
84259,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,
84265,,,,,1.0,,,,,,,,,,,1.0,,,,,,1.0,,,,
84271,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
84286,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,1.0
84310,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,
84314,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,
84334,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,
84343,,,,,,,,,,,,,,,,,,,,,,,,,,
84353,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0
84367,,,,,,,,,,,,,,,,,,,,,,,,,,
84398,1.0,1.0,,,1.0,,,,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,1.0
84405,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,
84408,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
84433,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
84439,,1.0,,,1.0,,,,,,,,1.0,,,1.0,1.0,,,1.0,,,,,,
84447,,1.0,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,
84460,,,,,,,,,1.0,,,,1.0,,,1.0,,,,,,,,,,
84482,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
84484,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,
84496,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,
84508,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0
84509,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,
84548,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,
84552,,,,,,,,,,,,,,,,,,,,,,,,,,
84561,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,
84606,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
84627,,,,,,,,,,,,,,,,,,,,,,,,,,
84639,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
84651,,,,1.0,,,,1.0,,,,,,,,1.0,,,,1.0,,,,,,
84669,,,,,,,,,,,,,,,,,,,,,,,,,,
84671,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
84713,,,,,,,,,,,,,,,,,,,,,,,,,,
84715,,,,,,,,,,,,,,,,,,,,,,,,,,
84732,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
84751,,1.0,,,,,,,,1.0,,,,,1.0,,1.0,,,,,,,,,1.0
84785,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
84786,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,
84787,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
84789,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0
84812,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0
84814,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
84825,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
84829,,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,1.0,,,,
84834,,,,1.0,1.0,1.0,,,,,,,,,,1.0,,,,,,1.0,1.0,1.0,,1.0
84853,,,,,,,,,,,,,,,,,,,,,,,,,,
84865,,1.0,,1.0,,,,,,,,,,,1.0,1.0,,,,1.0,,,,,,
84876,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
84887,,,,,,,,,,,,,,,,,,,,,,,,,,
84917,,,,,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,
84930,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,
84943,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,1.0,,1.0
84944,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,1.0
84949,,,,,,,,,,,,,1.0,1.0,,,,,,1.0,,,,,,
84954,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,1.0,,
84964,,,,,,,,,,,,,,,,,,,,,,,,,,
84970,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,
84986,,,,,,,,,,,,,,,,,,,,,,,,,,
85033,,1.0,,,1.0,,,,,,,,,,,1.0,,,,,,,,1.0,,
85038,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,1.0,1.0,
85062,,,,,,,,,,,,,,,,,,,,,,,,,,
85065,,,,,,,,,,,,,,,,,,,,,,,,,,
85088,,,,,1.0,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,1.0
85104,,,,,,,,,,,,,,,,,,,,,,,,,,
85126,,,,,,,,,,,,,,,,,,,,,,,,,,
85147,,1.0,,,,,,,,,,,,,,1.0,,,,1.0,,,,1.0,,
85154,,,1.0,,1.0,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,
85184,,1.0,,1.0,,,,,1.0,,,,1.0,,,1.0,,,,,,,,,,
85186,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,
85189,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
85196,,,,1.0,1.0,,,1.0,,,,,,,,1.0,,,,1.0,,,,,,
85197,,,,,1.0,,,,,,1.0,,,,,,,,,,,1.0,,,,
85210,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
85212,,,,,,,,,,,,,,,,,,,,,,,,,,
85214,,1.0,,1.0,,,,1.0,,,,,,,1.0,1.0,1.0,,,1.0,,,,1.0,1.0,
85217,,,,,,,,,,,,,,,,,,,,,,,,,,
85232,,,,,,,,,,,,,,,,,,,,,,,,,,
85236,,,,,1.0,,,,,,,,,,,1.0,,,,1.0,,,,,,1.0
85246,,,,,,,,,,,,,,,,,,,,,,,,,,
85257,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,
85266,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,
85272,,1.0,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,
85287,,,,,,,,,,,,,,,,,,,,,,,,,,
85301,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
85331,,,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,1.0,,
85351,,,,,,,,,1.0,,,,,,,1.0,1.0,,,1.0,,,,1.0,1.0,1.0
85364,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
85371,,1.0,,1.0,,1.0,,,,,,,,,,1.0,,,,1.0,,,,1.0,,
85422,,,,,1.0,,,,,,,,1.0,,,1.0,,,,1.0,,,,,,
85435,,1.0,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,
85436,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
85442,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
85466,,,,,1.0,,,,,,,,,,1.0,,1.0,,,,,,,,,
85480,,,,,,,,,,,,,,,,,,,,,,,,,,
85491,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
85512,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
85514,,,,,,,,,,,,,,,,,,,,,,,,,,
85531,,,,,,,,,,,,,,,,,,,,,,,,,,
85548,,,,,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,
85551,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
85576,,,,,,,,,,,,,,,,,,,,,,,,,,
85590,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,
85630,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
85636,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
85652,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
85663,,1.0,,,1.0,,,,,,,,,,1.0,,,,,,,1.0,,,,
85667,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,
85685,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
85699,,,,,1.0,,,,,,,,,,,1.0,1.0,,,1.0,,,,1.0,,1.0
85720,,,,,,,,,,,,,,,,,,,,,,,,,,
85721,,,,,,,,,,,,,,,,,,,,,,,,,,
85723,,,,,,,,,,,,,,,,,,,,,,,,,,
85753,,,,,,,,,,,1.0,,1.0,,,1.0,,,,,,,,,,
85757,,,,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,
85772,,,,,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,
85782,,1.0,,,,,1.0,,1.0,,,,1.0,,,1.0,,,,,,,,,,1.0
85785,,1.0,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,
85786,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,1.0,,1.0
85800,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
85801,,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,,,1.0,,
85825,,,,,,,,,,,,,,,,,,,,,,,,,,
85826,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,
85827,,,,,,,,,,,,,,,,,,,,,,,,,,
85831,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
85901,,1.0,,,,,,,,,,,,,1.0,,,,,1.0,,,,1.0,,1.0
85907,,1.0,,,,,,,1.0,,,,,,1.0,,1.0,,,,,,,1.0,,
85925,,,,,,,,,1.0,,,,,,1.0,,1.0,,,,,,,,,1.0
85926,,,,,,,,,,,,,,,,,,,,,,,,,,
85943,,,,,,,,,,,,,,,,,,,,,,,,,,
85948,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
85962,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,
85969,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
85974,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
85979,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0
86017,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
86020,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,
86042,,1.0,,,,1.0,,,1.0,,,,,,,1.0,,,,,,,,1.0,,1.0
86043,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,
86046,,1.0,,,1.0,,,,,,,,,,,1.0,,,,,,,,1.0,,1.0
86049,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,1.0
86052,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,
86061,,1.0,,,,,,,1.0,,,,,,1.0,1.0,,,,1.0,,,1.0,1.0,,
86074,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
86076,,,,,,,,,,,,,,,,,,,,,,,,,,
86085,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,
86095,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
86107,,1.0,,,1.0,,,,,,,,1.0,,1.0,1.0,1.0,,,,1.0,,,,,
86114,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
86122,,,,,,,,,,,,,,,,,,,,,,,,,,
86143,,,1.0,,,,,,,,,,,,1.0,,1.0,,,,,,,,,
86165,,,,,,,,,,,,,,,,,,,,,,,,,,
86174,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,1.0,,
86180,,,,,,,,,,,,,,,,,,,,,,,,,,
86183,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,1.0,,1.0
86192,,,,,,,,,,,,,,,,,,,,,,,,,,
86204,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
86237,,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,
86242,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,1.0,,
86252,,1.0,,,,1.0,,,,,,,,,1.0,,,,,,,,,1.0,,
86262,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,1.0,,
86265,,,,,,,,,,,,,,,,,,,,,,,,,,
86268,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,1.0
86274,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
86290,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
86303,,,,,,,,,,,,,,,,,,,,,,,,,,
86330,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,1.0,,
86332,,1.0,,,1.0,,,,1.0,,,,1.0,,,,1.0,,,,,,,,,1.0
86335,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
86344,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,1.0,,
86362,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,
86370,,,,,,,,,,,,,,,,,,,,,,,,,,
86381,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,1.0,,
86403,,,,,,,,,,,,,,,,,,,,,,,,,,
86419,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
86423,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,
86437,,1.0,,,,,,,1.0,,,,1.0,,,,,,,1.0,,,,,,
86440,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,
86454,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
86475,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
86493,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,
86512,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
86517,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,
86519,,,,,,,,,1.0,,,,1.0,,1.0,,,,,,,,,,,
86528,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,
86529,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
86537,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
86564,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
86577,,,,,,,,,,,,,,,,,,,,,,,,,,
86592,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
86610,,,,,,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,
86643,,1.0,1.0,,,,,,1.0,,,,,,1.0,,1.0,,,,,,,,,
86646,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,
86659,,,,,,,,,,,,,,,,,,,,,,,,,,
86661,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
86670,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
86688,,,,,,,,,,,,,,,,,,,,,,,,,,
86696,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
86700,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,1.0
86703,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,1.0,,
86706,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
86721,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
86741,1.0,1.0,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,
86774,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,
86785,,,,,,,,,,,,,1.0,,,1.0,,,,1.0,,,,,,
86832,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,1.0,,1.0
86835,,,,,,,,,,,,,,,,,,,,,,,,,,
86850,,,,,,,,,,,,,,,,,,,,,,,,,,
86869,,1.0,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,
86874,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,1.0,,1.0
86882,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,
86887,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
86903,,1.0,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,1.0
86915,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
86918,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0
86920,,1.0,,,,,,,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,1.0
86921,,,,,,,,,,,,,,,,,,,,,,,,,,
86952,,,,,,,,,,,,,,,,,,,,,,,,,,
86965,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
86969,,,,1.0,,,,1.0,,,,,,,,,,,,1.0,,,,1.0,,
86972,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,
86973,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,
86977,,1.0,,,,,,,1.0,,,,,,,1.0,,,,,,,,1.0,,
86998,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,1.0
87040,,,,,,,,,,,,,,,,,,,,,,,,,,
87053,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
87058,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,
87072,,,,,,,,,,,,,,,,,,,,,,,,,,
87097,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0
87105,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
87118,,,,,,,,,,,,,,,,,,,,,,,,,,
87125,,1.0,,,,1.0,,,,,,,,,,,1.0,,,,,,,1.0,,1.0
87128,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,1.0
87147,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,
87157,,,,,,,,,1.0,,,,1.0,,,1.0,,,,1.0,,,,,,
87171,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
87183,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,
87197,,,,,,,,,,,,,,,,,,,,,,,,,,
87212,,,,,,,,,,,,,,,,,,,,,,,,,,
87213,,,,,,,,,,,,,,,,,,,,,,,,,,
87241,,,,,1.0,,,,,,1.0,,,,,,,,,,,1.0,,,,
87258,,1.0,,,,,,,1.0,,1.0,,,,1.0,1.0,,,,,,,,1.0,,
87281,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
87289,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
87330,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0
87342,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,
87375,,,,,,,,,,,,,,,,,,,,,,,,,,
87403,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
87405,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,
87464,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,1.0,,1.0
87481,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
87498,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,
87508,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,1.0
87530,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0
87532,,,,,,,,,,,,,,,,,,,,,,,,,,
87537,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,1.0,,
87539,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
87560,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
87575,,,,,,,,,,,,,,,,,,,,,,,,,,
87592,,,,,,,,,,,,,,,,,,,,,,,,,,
87595,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
87601,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
87639,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
87641,,,,,,,,,,,,,,,,,,,,,,,,,,
87655,,1.0,,,1.0,,1.0,,1.0,,1.0,,1.0,,,1.0,,,,,,,,1.0,,
87659,,,,,,,,,,,,,,,,,,,,,,,,,,
87660,,1.0,,,,,,,1.0,,1.0,,,,1.0,1.0,,,,,,,,,,1.0
87669,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
87671,,,,,,,,,,,,,,,,,,,,,,,,,,
87674,,,,,1.0,,,,,,,,,,,1.0,1.0,,,,1.0,,,,,
87677,,,,,1.0,,,,,,1.0,,1.0,,,1.0,1.0,,,,,,,1.0,,1.0
87694,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
87701,,1.0,,,1.0,,,,,,,,1.0,,,,,,,,1.0,1.0,,,,
87710,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,
87724,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
87731,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
87773,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0
87774,,,,,1.0,,,,1.0,,,,,,,1.0,,,,,,,,,,
87776,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
87779,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
87784,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,
87785,,1.0,,1.0,,,,1.0,,,,,,,,1.0,,,,1.0,,,,1.0,,
87808,,1.0,,,1.0,,,,1.0,,,,,,,1.0,,,,,,,,,,
87825,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,
87833,,,,,,,,,,,,,,,,,,,,,,,,,,
87847,,,,,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,
87849,,1.0,,,1.0,,,,1.0,,,,1.0,1.0,1.0,,,,,,1.0,,,,,
87870,,,,,,,,,,,,,,,,,,,,,,,,,,
87873,,,1.0,1.0,,,,,,,,,1.0,,1.0,,1.0,,,1.0,,,,,,
87877,,,,,,,,,,,,,,,,,,,,,,,,,,
87900,,1.0,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,
87907,,,,1.0,,,,,1.0,,,,1.0,,,,,,,,,,,,,
87916,,,,,,1.0,,,,,,,,,1.0,1.0,,,,1.0,,,,1.0,,1.0
87930,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,1.0,,
87940,,,,1.0,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,1.0
87941,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,
87950,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0
88011,,,,,,,,,,,,,,,,,,,,,,,,,,
88025,,,,,,,,,,,,,,,,,,,,,,,,,,
88034,,,,,,,,,,,,,,,,,,,,,,,,,,
88036,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,
88037,,,,,,,,,,,,,,,,,,,,,,,,,,
88053,,1.0,,,1.0,1.0,,,,,,,,,,1.0,,,,1.0,,,,,,
88062,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,
88081,,,,,,,,,,,,,,,,,,,,,,,,,,
88116,,,1.0,,1.0,,,,,,,,1.0,,1.0,,,,,,,,,,,
88128,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,
88136,,,,,,,,,,,,,,,,,,,,,,,,,,
88138,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,
88149,,,,,,,,,,,,,,,,,,,,,,,,,,
88172,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
88183,,1.0,1.0,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,
88190,,,,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,
88192,,,,,1.0,,,,1.0,,1.0,,,1.0,,1.0,,,,,,1.0,,,,
88193,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,
88198,,1.0,,,1.0,1.0,,,1.0,,1.0,,,,1.0,,,,,,,,,,1.0,
88206,,,,,,,,,,,,,,,,,,,,,,,,,,
88216,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
88219,,,,,,,,,,,,,,,,,,,,,,,,,,
88234,,1.0,1.0,,1.0,,,,,,,,,,1.0,,,,,,,1.0,,1.0,,
88236,,,,1.0,,,,,,,,,,,,1.0,,,,1.0,,,,,,1.0
88252,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,
88254,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
88262,,,,,,,,,,,,,,,,,,,,,,,,,,
88278,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,
88283,,,,,,,,,,,,,,,,,,,,,,,,,,
88306,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,
88315,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
88330,,,,,,,,,,,,,,,,,,,,,,,,,,
88339,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,1.0,,
88349,,,,,,,,,,,,,,,,,,,,,,,,,,
88354,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,1.0,,
88356,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,
88376,,,,,,,,,,,,,,,,,,,,,,,,,,
